sub,hemi,label,total_surface_area_.mm.2.,cortical_thickness_mean,dataset,group,group_hemi,sulcal_depth_mm
108525,rh,mcgs,835,2.279,HCP_replication,young adult,ya rh,13.6316957984852
108525,rh,pos,1025,2.553,HCP_replication,young adult,ya rh,20.679025410758
108525,rh,prculs,428,2.255,HCP_replication,young adult,ya rh,14.7186584856822
108525,rh,prcus-a,62,3.05,HCP_replication,young adult,ya rh,5.14190623745858
108525,rh,prcus-i,612,2.448,HCP_replication,young adult,ya rh,12.6698356190891
108525,rh,prcus-p,154,2.778,HCP_replication,young adult,ya rh,6.16214560730608
108525,rh,spls,384,3.175,HCP_replication,young adult,ya rh,11.787796971045
108525,rh,sps,302,2.709,HCP_replication,young adult,ya rh,6.99506454578532
108828,lh,ifrms,89,3.245,HCP_replication,young adult,ya lh,4.17233424788285
108828,lh,mcgs,526,2.259,HCP_replication,young adult,ya lh,14.6310510439281
108828,lh,pos,1187,2.322,HCP_replication,young adult,ya lh,21.7472639921929
108828,lh,prculs,85,2.554,HCP_replication,young adult,ya lh,10.4629767397338
108828,lh,prcus-a,294,2.518,HCP_replication,young adult,ya lh,9.98892969996641
108828,lh,prcus-i,421,2.627,HCP_replication,young adult,ya lh,12.9154715683912
108828,lh,prcus-p,572,2.351,HCP_replication,young adult,ya lh,10.812841053248
108828,lh,spls,781,2.592,HCP_replication,young adult,ya lh,13.6453248121327
108828,lh,sps,463,2.06,HCP_replication,young adult,ya lh,13.4963239164993
108828,lh,sspls,74,3.513,HCP_replication,young adult,ya lh,3.71888925864553
108828,rh,icgs-p,14,2.689,HCP_replication,young adult,ya rh,1.28317865073885
108828,rh,ifrms,73,3.826,HCP_replication,young adult,ya rh,0.782951580980961
108828,rh,mcgs,912,2.38,HCP_replication,young adult,ya rh,14.5979031099576
108828,rh,pos,1582,2.366,HCP_replication,young adult,ya rh,19.6615648993351
108828,rh,prculs,322,2.045,HCP_replication,young adult,ya rh,13.8563533905241
108828,rh,prcus-a,188,2.563,HCP_replication,young adult,ya rh,6.74387883062798
108828,rh,prcus-i,496,2.39,HCP_replication,young adult,ya rh,9.51453198631715
108828,rh,prcus-p,292,2.738,HCP_replication,young adult,ya rh,4.03511645406257
108828,rh,spls,674,2.624,HCP_replication,young adult,ya rh,9.6392275940843
108828,rh,sps,540,2.388,HCP_replication,young adult,ya rh,8.69013957043589
109123,lh,icgs-p,29,2.944,HCP_replication,young adult,ya lh,2.74866635169614
109123,lh,ifrms,68,3.527,HCP_replication,young adult,ya lh,2.53213181423206
109123,lh,mcgs,534,2.398,HCP_replication,young adult,ya lh,16.2502641229449
109123,lh,pos,1314,2.538,HCP_replication,young adult,ya lh,22.9521721751008
109123,lh,prculs,778,2.361,HCP_replication,young adult,ya lh,18.7060529936859
109123,lh,prcus-a,63,3.181,HCP_replication,young adult,ya lh,9.53769787411887
109123,lh,prcus-i,271,2.436,HCP_replication,young adult,ya lh,9.75055876605577
109123,lh,prcus-p,27,2.52,HCP_replication,young adult,ya lh,1.99636342107192
109123,lh,spls,346,2.788,HCP_replication,young adult,ya lh,10.8401960254553
109123,lh,sps,381,2.107,HCP_replication,young adult,ya lh,9.00184932692385
109123,rh,icgs-p,38,3.593,HCP_replication,young adult,ya rh,1.05851183430704
109123,rh,ifrms,118,3.488,HCP_replication,young adult,ya rh,7.16309660037778
109123,rh,mcgs,849,2.223,HCP_replication,young adult,ya rh,16.5718605107416
109123,rh,pos,1428,2.482,HCP_replication,young adult,ya rh,22.3775200353125
109123,rh,prculs,610,2.263,HCP_replication,young adult,ya rh,18.9250715110225
109123,rh,prcus-a,94,2.29,HCP_replication,young adult,ya rh,7.33716479999473
109123,rh,prcus-i,435,2.375,HCP_replication,young adult,ya rh,9.83378514507975
109123,rh,prcus-p,160,2.35,HCP_replication,young adult,ya rh,3.94617267866607
109123,rh,spls,500,2.725,HCP_replication,young adult,ya rh,12.5773685876356
109123,rh,sps,301,2.218,HCP_replication,young adult,ya rh,9.27827331647236
109123,rh,sspls,33,3.616,HCP_replication,young adult,ya rh,0.763378503691274
109325,lh,icgs-p,41,3.076,HCP_replication,young adult,ya lh,2.50613255040706
109325,lh,ifrms,73,4.01,HCP_replication,young adult,ya lh,2.90459500131567
109325,lh,mcgs,765,2.466,HCP_replication,young adult,ya lh,14.2676342197766
109325,lh,pos,872,2.738,HCP_replication,young adult,ya lh,18.533881746588
109325,lh,prculs,393,2.301,HCP_replication,young adult,ya lh,15.9360193802244
109325,lh,prcus-a,67,2.96,HCP_replication,young adult,ya lh,9.33070718703953
109325,lh,prcus-i,454,2.485,HCP_replication,young adult,ya lh,10.8768275219351
109325,lh,prcus-p,447,2.434,HCP_replication,young adult,ya lh,9.04864582592033
109325,lh,spls,502,2.719,HCP_replication,young adult,ya lh,12.4504051489791
109325,lh,sps,338,2.475,HCP_replication,young adult,ya lh,12.334468100616
109325,rh,icgs-p,5,3.233,HCP_replication,young adult,ya rh,0.994391090976326
109325,rh,ifrms,67,3.756,HCP_replication,young adult,ya rh,2.16165709053914
109325,rh,mcgs,874,2.576,HCP_replication,young adult,ya rh,13.7273425983088
109325,rh,pos,1456,2.632,HCP_replication,young adult,ya rh,21.2130572965358
109325,rh,prculs,286,2.498,HCP_replication,young adult,ya rh,13.0865815941313
109325,rh,prcus-a,287,2.676,HCP_replication,young adult,ya rh,8.58197892307479
109325,rh,prcus-i,129,3.29,HCP_replication,young adult,ya rh,2.8617917195379
109325,rh,prcus-p,113,3.351,HCP_replication,young adult,ya rh,2.84531005111113
109325,rh,spls,495,2.968,HCP_replication,young adult,ya rh,10.3177766190783
109325,rh,sps,499,2.517,HCP_replication,young adult,ya rh,12.6777044406317
109830,lh,icgs-p,14,2.595,HCP_discovery,young adult,ya lh,2.58129087474132
109830,lh,ifrms,81,3.432,HCP_discovery,young adult,ya lh,2.91356800840341
109830,lh,mcgs,671,2.231,HCP_discovery,young adult,ya lh,14.7760051829829
109830,lh,pos,565,2.489,HCP_discovery,young adult,ya lh,17.8137968598379
109830,lh,prculs,658,2.252,HCP_discovery,young adult,ya lh,15.1369413817396
109830,lh,prcus-a,322,2.203,HCP_discovery,young adult,ya lh,12.4220372963983
109830,lh,prcus-i,118,2.4,HCP_discovery,young adult,ya lh,3.96700139527518
109830,lh,prcus-p,157,2.717,HCP_discovery,young adult,ya lh,9.38931327091529
109830,lh,spls,315,2.632,HCP_discovery,young adult,ya lh,11.443963240809
109830,lh,sps,432,2.006,HCP_discovery,young adult,ya lh,10.8691368752302
109830,rh,icgs-p,67,3.746,HCP_discovery,young adult,ya rh,2.12422712172812
109830,rh,ifrms,76,3.473,HCP_discovery,young adult,ya rh,1.24299888430354
109830,rh,mcgs,708,2.105,HCP_discovery,young adult,ya rh,13.4742911530028
109830,rh,pos,779,2.506,HCP_discovery,young adult,ya rh,19.323401782173
109830,rh,prculs,641,2.071,HCP_discovery,young adult,ya rh,15.8248156136595
109830,rh,prcus-a,121,2.418,HCP_discovery,young adult,ya rh,6.77516468054884
109830,rh,prcus-i,273,2.41,HCP_discovery,young adult,ya rh,8.75497271072589
109830,rh,prcus-p,26,2.651,HCP_discovery,young adult,ya rh,2.03635090217039
109830,rh,spls,314,2.576,HCP_discovery,young adult,ya rh,9.52711423431494
109830,rh,sps,290,2.097,HCP_discovery,young adult,ya rh,11.7082853512677
110007,lh,ifrms,9,2.825,HCP_replication,young adult,ya lh,1.5583295902044
110007,lh,mcgs,729,2.278,HCP_replication,young adult,ya lh,12.1774368474969
110007,lh,pos,663,2.319,HCP_replication,young adult,ya lh,11.4414297746367
110007,lh,prculs,195,2.073,HCP_replication,young adult,ya lh,9.68343817430586
110007,lh,prcus-a,388,2.197,HCP_replication,young adult,ya lh,11.5370658124927
110007,lh,prcus-i,212,2.388,HCP_replication,young adult,ya lh,6.59056942590333
110007,lh,prcus-p,79,3.187,HCP_replication,young adult,ya lh,3.78591892469373
110007,lh,spls,409,2.819,HCP_replication,young adult,ya lh,15.0242835140261
110007,lh,sps,490,2.071,HCP_replication,young adult,ya lh,12.6346223456456
110007,rh,icgs-p,24,3.006,HCP_replication,young adult,ya rh,1.27843582344292
110007,rh,ifrms,25,3.108,HCP_replication,young adult,ya rh,0.702916940898096
110007,rh,mcgs,678,2.411,HCP_replication,young adult,ya rh,11.4530588011058
110007,rh,pos,826,2.275,HCP_replication,young adult,ya rh,16.3838711431965
110007,rh,prculs,201,2.264,HCP_replication,young adult,ya rh,11.3348064623591
110007,rh,prcus-a,82,2.284,HCP_replication,young adult,ya rh,7.64622941309814
110007,rh,prcus-i,368,2.415,HCP_replication,young adult,ya rh,8.84571691117712
110007,rh,prcus-p,234,2.213,HCP_replication,young adult,ya rh,9.09984815988019
110007,rh,spls,209,2.661,HCP_replication,young adult,ya rh,7.49017649786459
110007,rh,sps,366,2.08,HCP_replication,young adult,ya rh,9.61611085792767
110411,lh,ifrms,83,3.732,HCP_replication,young adult,ya lh,2.41646574656285
110411,lh,mcgs,804,2.135,HCP_replication,young adult,ya lh,14.6662703084529
110411,lh,pos,982,2.261,HCP_replication,young adult,ya lh,16.6402155885446
110411,lh,prculs,362,2.02,HCP_replication,young adult,ya lh,13.8128040789434
110411,lh,prcus-a,115,2.27,HCP_replication,young adult,ya lh,7.73842521911717
110411,lh,prcus-i,522,2.12,HCP_replication,young adult,ya lh,12.2011566704871
110411,lh,prcus-p,31,2.508,HCP_replication,young adult,ya lh,1.26777218404743
110411,lh,spls,527,2.501,HCP_replication,young adult,ya lh,12.6781348434801
110411,lh,sps,372,1.89,HCP_replication,young adult,ya lh,9.09294014899314
110411,lh,sspls,40,3.003,HCP_replication,young adult,ya lh,1.91211394832165
110411,rh,icgs-p,26,2.914,HCP_replication,young adult,ya rh,0.920247004906537
110411,rh,ifrms,102,3.551,HCP_replication,young adult,ya rh,1.45410216629127
110411,rh,mcgs,586,2.103,HCP_replication,young adult,ya rh,13.2879989214578
110411,rh,pos,1530,2.188,HCP_replication,young adult,ya rh,20.6512441234757
110411,rh,prculs,111,2.109,HCP_replication,young adult,ya rh,9.70579899918636
110411,rh,prcus-a,240,2.318,HCP_replication,young adult,ya rh,6.955784846995
110411,rh,prcus-i,444,2.087,HCP_replication,young adult,ya rh,11.367404149433
110411,rh,prcus-p,224,2.408,HCP_replication,young adult,ya rh,3.70884765600434
110411,rh,spls,548,2.538,HCP_replication,young adult,ya rh,11.4086901943182
110411,rh,sps,268,1.975,HCP_replication,young adult,ya rh,10.2592452164102
110411,rh,sspls,32,3.055,HCP_replication,young adult,ya rh,1.26435250792347
110613,lh,ifrms,20,3.536,HCP_replication,young adult,ya lh,2.27938093403353
110613,lh,mcgs,899,2.296,HCP_replication,young adult,ya lh,15.9881459153719
110613,lh,pos,943,2.236,HCP_replication,young adult,ya lh,21.9170989221983
110613,lh,prculs,418,2.171,HCP_replication,young adult,ya lh,14.5557650578979
110613,lh,prcus-a,1046,2.08,HCP_replication,young adult,ya lh,16.8805033532127
110613,lh,prcus-i,639,2.397,HCP_replication,young adult,ya lh,12.876853314184
110613,lh,prcus-p,141,2.915,HCP_replication,young adult,ya lh,4.5820038383887
110613,lh,spls,644,2.898,HCP_replication,young adult,ya lh,13.4206816842019
110613,lh,sps,291,1.943,HCP_replication,young adult,ya lh,8.30062596673452
110613,lh,sspls,24,3.467,HCP_replication,young adult,ya lh,1.65629019287683
110613,rh,ifrms,43,3.496,HCP_replication,young adult,ya rh,1.8159626194107
110613,rh,mcgs,898,2.257,HCP_replication,young adult,ya rh,14.6992420366452
110613,rh,pos,1543,2.672,HCP_replication,young adult,ya rh,21.9085580323212
110613,rh,prculs,387,2.064,HCP_replication,young adult,ya rh,15.8736543566351
110613,rh,prcus-a,404,2.226,HCP_replication,young adult,ya rh,13.8646664496405
110613,rh,prcus-i,694,2.123,HCP_replication,young adult,ya rh,9.65414637800691
110613,rh,prcus-p,171,2.726,HCP_replication,young adult,ya rh,7.01961042177349
110613,rh,spls,673,2.842,HCP_replication,young adult,ya rh,13.4577444954047
110613,rh,sps,383,2.122,HCP_replication,young adult,ya rh,9.29202020728983
110613,rh,sspls,27,3.68,HCP_replication,young adult,ya rh,0.461431744838064
112920,lh,icgs-p,66,2.75,HCP_discovery,young adult,ya lh,1.57625822810194
112920,lh,ifrms,131,3.24,HCP_discovery,young adult,ya lh,2.14398255870148
112920,lh,mcgs,1064,2.309,HCP_discovery,young adult,ya lh,16.8911973418207
112920,lh,pos,873,2.359,HCP_discovery,young adult,ya lh,22.3924882842573
112920,lh,prculs,637,2.192,HCP_discovery,young adult,ya lh,16.7464146171857
112920,lh,prcus-a,283,2.695,HCP_discovery,young adult,ya lh,7.13757852864081
112920,lh,prcus-i,504,2.387,HCP_discovery,young adult,ya lh,13.956905171555
112920,lh,prcus-p,228,2.656,HCP_discovery,young adult,ya lh,5.61188219283363
112920,lh,spls,744,2.78,HCP_discovery,young adult,ya lh,14.2777258409036
112920,lh,sps,723,2.307,HCP_discovery,young adult,ya lh,14.1662984067269
112920,lh,sspls,85,2.903,HCP_discovery,young adult,ya lh,2.36623748254549
112920,rh,icgs-p,81,3.449,HCP_discovery,young adult,ya rh,1.59532832640103
112920,rh,ifrms,90,3.548,HCP_discovery,young adult,ya rh,1.00345688889852
112920,rh,mcgs,618,2.382,HCP_discovery,young adult,ya rh,14.5407591391899
112920,rh,pos,1833,2.459,HCP_discovery,young adult,ya rh,20.9569552266709
112920,rh,prculs,283,2.486,HCP_discovery,young adult,ya rh,12.9450331705334
112920,rh,prcus-a,246,2.568,HCP_discovery,young adult,ya rh,8.52265748240357
112920,rh,prcus-i,221,2.591,HCP_discovery,young adult,ya rh,6.87354231887475
112920,rh,prcus-p,430,2.483,HCP_discovery,young adult,ya rh,9.57116354475391
112920,rh,spls,566,2.788,HCP_discovery,young adult,ya rh,10.9510244077656
112920,rh,sps,391,2.135,HCP_discovery,young adult,ya rh,10.9932650406979
112920,rh,sspls,13,3.172,HCP_discovery,young adult,ya rh,0.544342729704277
114924,lh,ifrms,20,3.3,HCP_discovery,young adult,ya lh,1.36934671697567
114924,lh,mcgs,834,2.135,HCP_discovery,young adult,ya lh,14.7341702534712
114924,lh,pos,1267,2.237,HCP_discovery,young adult,ya lh,19.5739997360568
114924,lh,prculs,258,2.074,HCP_discovery,young adult,ya lh,10.615535075789
114924,lh,prcus-a,27,2.613,HCP_discovery,young adult,ya lh,0.989863409454454
114924,lh,prcus-i,385,2.229,HCP_discovery,young adult,ya lh,12.149682045144
114924,lh,prcus-p,131,2.7,HCP_discovery,young adult,ya lh,4.60840725672668
114924,lh,spls,845,2.553,HCP_discovery,young adult,ya lh,12.5941577227866
114924,lh,sps,213,2.389,HCP_discovery,young adult,ya lh,10.8989572252805
114924,lh,sspls,86,3.217,HCP_discovery,young adult,ya lh,2.3053704905729
114924,rh,ifrms,55,2.924,HCP_discovery,young adult,ya rh,1.85242153688674
114924,rh,mcgs,898,2.329,HCP_discovery,young adult,ya rh,12.9883546146824
114924,rh,pos,982,2.473,HCP_discovery,young adult,ya rh,22.9170430402476
114924,rh,prculs,357,2.179,HCP_discovery,young adult,ya rh,18.0056453705193
114924,rh,prcus-a,90,2.343,HCP_discovery,young adult,ya rh,6.91337190217612
114924,rh,prcus-i,172,2.634,HCP_discovery,young adult,ya rh,6.2694569541578
114924,rh,prcus-p,197,2.882,HCP_discovery,young adult,ya rh,7.4165673386154
114924,rh,spls,627,2.677,HCP_discovery,young adult,ya rh,12.0449442696468
114924,rh,sps,936,2.106,HCP_discovery,young adult,ya rh,15.7377642527643
116_S_6133,lh,icgs-p,50,2.958,ADNI,older adult,oa lh,2.40130593741263
116_S_6133,lh,ifrms,30,2.681,ADNI,older adult,oa lh,3.86323476991136
116_S_6133,lh,mcgs,794,2.192,ADNI,older adult,oa lh,14.9496579257391
116_S_6133,lh,pos,563,2.205,ADNI,older adult,oa lh,17.381930911018
116_S_6133,lh,prculs,386,2.166,ADNI,older adult,oa lh,14.9296716098934
116_S_6133,lh,prcus-a,252,2.097,ADNI,older adult,oa lh,11.6986948838574
116_S_6133,lh,prcus-i,177,2.15,ADNI,older adult,oa lh,8.54200516186787
116_S_6133,lh,prcus-p,89,2.617,ADNI,older adult,oa lh,4.9619967668494
116_S_6133,lh,spls,580,2.483,ADNI,older adult,oa lh,13.5412790839445
116_S_6133,lh,sps,283,2.129,ADNI,older adult,oa lh,9.84069559366718
116_S_6133,rh,icgs-p,39,2.824,ADNI,older adult,oa rh,2.40133836870407
116_S_6133,rh,ifrms,85,2.859,ADNI,older adult,oa rh,2.83714523088144
116_S_6133,rh,mcgs,843,2.212,ADNI,older adult,oa rh,13.5288623019263
116_S_6133,rh,pos,863,2.401,ADNI,older adult,oa rh,17.9801983754163
116_S_6133,rh,prculs,440,2.239,ADNI,older adult,oa rh,17.1875869333965
116_S_6133,rh,prcus-a,46,2.098,ADNI,older adult,oa rh,7.00955647033725
116_S_6133,rh,prcus-i,77,2.731,ADNI,older adult,oa rh,5.96548267052855
116_S_6133,rh,prcus-p,465,1.986,ADNI,older adult,oa rh,13.173980922208
116_S_6133,rh,spls,321,2.62,ADNI,older adult,oa rh,12.4341268858023
116_S_6133,rh,sps,122,2.032,ADNI,older adult,oa rh,7.14631363599326
120111,lh,icgs-p,33,3.277,HCP_replication,young adult,ya lh,5.80210162979339
120111,lh,ifrms,86,3.558,HCP_replication,young adult,ya lh,2.24524675788659
120111,lh,mcgs,1188,2.268,HCP_replication,young adult,ya lh,17.7563636788276
120111,lh,pos,939,2.407,HCP_replication,young adult,ya lh,17.0425918433108
120111,lh,prculs,331,2.185,HCP_replication,young adult,ya lh,13.3406766130516
120111,lh,prcus-a,92,2.316,HCP_replication,young adult,ya lh,7.95252478376887
120111,lh,prcus-i,344,2.276,HCP_replication,young adult,ya lh,12.8373496006251
120111,lh,prcus-p,107,2.378,HCP_replication,young adult,ya lh,5.00648184613123
120111,lh,spls,765,2.688,HCP_replication,young adult,ya lh,13.2680229722891
120111,lh,sps,437,1.896,HCP_replication,young adult,ya lh,11.9059698739797
120111,lh,sspls,40,3.001,HCP_replication,young adult,ya lh,5.66251150464417
120111,rh,icgs-p,56,3.464,HCP_replication,young adult,ya rh,2.1956877879596
120111,rh,ifrms,115,2.964,HCP_replication,young adult,ya rh,3.2659841242399
120111,rh,mcgs,744,2.216,HCP_replication,young adult,ya rh,14.8227135320775
120111,rh,pos,1412,2.515,HCP_replication,young adult,ya rh,24.978069470417
120111,rh,prculs,228,2.313,HCP_replication,young adult,ya rh,14.1570288939659
120111,rh,prcus-a,150,2.482,HCP_replication,young adult,ya rh,9.97681027730463
120111,rh,prcus-i,60,2.15,HCP_replication,young adult,ya rh,11.8196842110986
120111,rh,prcus-p,166,2.393,HCP_replication,young adult,ya rh,9.54128540912778
120111,rh,spls,486,2.791,HCP_replication,young adult,ya rh,11.7151275396458
120111,rh,sps,603,2.136,HCP_replication,young adult,ya rh,13.1717738283914
120111,rh,sspls,26,2.988,HCP_replication,young adult,ya rh,1.76539839485642
128127,lh,ifrms,37,3.184,HCP_discovery,young adult,ya lh,1.84096034604786
128127,lh,mcgs,898,2.127,HCP_discovery,young adult,ya lh,15.6415780883577
128127,lh,pos,1527,2.252,HCP_discovery,young adult,ya lh,20.6690209454186
128127,lh,prculs,236,2.336,HCP_discovery,young adult,ya lh,5.90368102716264
128127,lh,prcus-a,71,2.248,HCP_discovery,young adult,ya lh,8.60242261189652
128127,lh,prcus-i,203,2.561,HCP_discovery,young adult,ya lh,5.33660601156389
128127,lh,prcus-p,106,2.517,HCP_discovery,young adult,ya lh,8.00056093789687
128127,lh,spls,437,2.57,HCP_discovery,young adult,ya lh,12.4399683481774
128127,lh,sps,366,2.218,HCP_discovery,young adult,ya lh,9.71147030445648
128127,lh,sspls,35,3.071,HCP_discovery,young adult,ya lh,1.62842039957988
128127,rh,ifrms,59,3.252,HCP_discovery,young adult,ya rh,7.48690843932781
128127,rh,mcgs,580,2.203,HCP_discovery,young adult,ya rh,11.7346018203818
128127,rh,pos,1326,2.353,HCP_discovery,young adult,ya rh,17.5169586336283
128127,rh,prculs,421,2.214,HCP_discovery,young adult,ya rh,10.7292359352689
128127,rh,prcus-a,172,2.392,HCP_discovery,young adult,ya rh,7.46751003604517
128127,rh,prcus-i,86,2.284,HCP_discovery,young adult,ya rh,2.35346776354278
128127,rh,prcus-p,182,2.094,HCP_discovery,young adult,ya rh,7.78197172317662
128127,rh,spls,632,2.608,HCP_discovery,young adult,ya rh,10.6726224018475
128127,rh,sspls,21,3.328,HCP_discovery,young adult,ya rh,0.538109209091244
133928,lh,icgs-p,35,3.252,HCP_discovery,young adult,ya lh,1.33934232852965
133928,lh,ifrms,136,3.464,HCP_discovery,young adult,ya lh,2.97912008475607
133928,lh,mcgs,579,2.108,HCP_discovery,young adult,ya lh,16.3831218720382
133928,lh,pos,994,2.338,HCP_discovery,young adult,ya lh,23.5871319803178
133928,lh,prculs,449,2.111,HCP_discovery,young adult,ya lh,15.0915679873724
133928,lh,prcus-a,84,2.916,HCP_discovery,young adult,ya lh,4.78095401234166
133928,lh,prcus-i,355,2.163,HCP_discovery,young adult,ya lh,10.5954504182949
133928,lh,prcus-p,20,2.737,HCP_discovery,young adult,ya lh,2.04490688712511
133928,lh,spls,155,3.055,HCP_discovery,young adult,ya lh,7.57517776884609
133928,lh,sps,111,1.826,HCP_discovery,young adult,ya lh,5.0428707582228
133928,lh,sspls,84,3.031,HCP_discovery,young adult,ya lh,2.08972077382788
133928,rh,ifrms,32,3.149,HCP_discovery,young adult,ya rh,2.2875356784447
133928,rh,mcgs,549,2.102,HCP_discovery,young adult,ya rh,17.0596530830361
133928,rh,pos,1267,2.438,HCP_discovery,young adult,ya rh,24.2868356323781
133928,rh,prculs,162,2.375,HCP_discovery,young adult,ya rh,10.0448855592172
133928,rh,prcus-a,184,2.191,HCP_discovery,young adult,ya rh,9.68811328953022
133928,rh,prcus-i,271,2.075,HCP_discovery,young adult,ya rh,11.2106535602572
133928,rh,prcus-p,132,2.877,HCP_discovery,young adult,ya rh,2.04166593256704
133928,rh,spls,583,2.65,HCP_discovery,young adult,ya rh,11.9650792120037
133928,rh,sps,189,1.822,HCP_discovery,young adult,ya rh,7.29190868014249
133928,rh,sspls,12,3.565,HCP_discovery,young adult,ya rh,0.780881682432463
136_S_0186,lh,icgs-p,45,2.158,ADNI,older adult,oa lh,3.78529844528391
136_S_0186,lh,ifrms,125,2.621,ADNI,older adult,oa lh,3.30210814222319
136_S_0186,lh,mcgs,710,1.62,ADNI,older adult,oa lh,12.7557063757786
136_S_0186,lh,pos,860,1.753,ADNI,older adult,oa lh,20.5831187758277
136_S_0186,lh,prculs,209,1.781,ADNI,older adult,oa lh,12.6047329131303
136_S_0186,lh,prcus-a,371,1.781,ADNI,older adult,oa lh,11.5249446308097
136_S_0186,lh,prcus-i,127,2.011,ADNI,older adult,oa lh,6.56530473377663
136_S_0186,lh,prcus-p,62,2.406,ADNI,older adult,oa lh,5.58711669401521
136_S_0186,lh,spls,404,2.237,ADNI,older adult,oa lh,11.0984085249045
136_S_0186,lh,sps,266,1.914,ADNI,older adult,oa lh,7.10268512594421
136_S_0186,lh,sspls,26,2.385,ADNI,older adult,oa lh,3.17981365627825
136_S_0186,rh,icgs-p,48,2.289,ADNI,older adult,oa rh,2.21147716220516
136_S_0186,rh,ifrms,23,2.457,ADNI,older adult,oa rh,1.40857526969309
136_S_0186,rh,mcgs,614,1.81,ADNI,older adult,oa rh,10.9739776094456
136_S_0186,rh,pos,547,2.245,ADNI,older adult,oa rh,21.7800226128901
136_S_0186,rh,prculs,517,2.02,ADNI,older adult,oa rh,13.7548368869906
136_S_0186,rh,prcus-a,377,1.704,ADNI,older adult,oa rh,9.26192042274348
136_S_0186,rh,prcus-i,97,2.255,ADNI,older adult,oa rh,2.59275997307353
136_S_0186,rh,prcus-p,338,2.043,ADNI,older adult,oa rh,7.22211612687458
136_S_0186,rh,spls,310,2.416,ADNI,older adult,oa rh,8.02728719436414
136_S_0186,rh,sps,244,1.495,ADNI,older adult,oa rh,9.03872126538419
137_S_4520,lh,ifrms,70,2.588,ADNI,older adult,oa lh,9.58128048517745
137_S_4520,lh,mcgs,886,2.154,ADNI,older adult,oa lh,14.2612073216358
137_S_4520,lh,pos,1355,2.161,ADNI,older adult,oa lh,18.9275203763337
137_S_4520,lh,prculs,126,2.394,ADNI,older adult,oa lh,12.6208031881461
137_S_4520,lh,prcus-a,114,2.564,ADNI,older adult,oa lh,6.01059664238902
137_S_4520,lh,prcus-i,278,2.141,ADNI,older adult,oa lh,8.16726755962004
137_S_4520,lh,prcus-p,359,2.204,ADNI,older adult,oa lh,11.5691908554237
137_S_4520,lh,spls,348,3.14,ADNI,older adult,oa lh,7.96563941997386
137_S_4520,lh,sps,104,1.946,ADNI,older adult,oa lh,3.65168157318886
137_S_4520,lh,sspls,59,2.859,ADNI,older adult,oa lh,7.78161064749797
137_S_4520,rh,ifrms,56,3.076,ADNI,older adult,oa rh,1.78290900696248
137_S_4520,rh,mcgs,787,2.174,ADNI,older adult,oa rh,12.2599080752891
137_S_4520,rh,pos,1005,2.334,ADNI,older adult,oa rh,19.0641043132042
137_S_4520,rh,prculs,753,2.059,ADNI,older adult,oa rh,23.4889296153333
137_S_4520,rh,prcus-a,127,3.247,ADNI,older adult,oa rh,4.62709053135067
137_S_4520,rh,prcus-i,453,2.598,ADNI,older adult,oa rh,8.60673085967027
137_S_4520,rh,prcus-p,131,2.393,ADNI,older adult,oa rh,5.24024994035172
137_S_4520,rh,spls,165,3.123,ADNI,older adult,oa rh,5.44612726947286
137_S_4520,rh,sps,353,2.03,ADNI,older adult,oa rh,15.5711608909109
137_S_4520,rh,sspls,33,3.362,ADNI,older adult,oa rh,1.5352355355844
144125,lh,ifrms,79,3.376,HCP_discovery,young adult,ya lh,2.8528658299871
144125,lh,mcgs,388,2.288,HCP_discovery,young adult,ya lh,12.4310870499184
144125,lh,pos,660,2.326,HCP_discovery,young adult,ya lh,21.8944816661721
144125,lh,prculs,380,1.829,HCP_discovery,young adult,ya lh,14.8458555259568
144125,lh,prcus-a,105,2.157,HCP_discovery,young adult,ya lh,9.90594552066869
144125,lh,prcus-i,438,2.096,HCP_discovery,young adult,ya lh,10.779661889272
144125,lh,prcus-p,113,2.74,HCP_discovery,young adult,ya lh,8.25724892207987
144125,lh,spls,353,2.387,HCP_discovery,young adult,ya lh,10.2708548443134
144125,lh,sps,82,2.205,HCP_discovery,young adult,ya lh,2.72102637061764
144125,rh,icgs-p,13,3.137,HCP_discovery,young adult,ya rh,1.4519936835634
144125,rh,ifrms,45,3.248,HCP_discovery,young adult,ya rh,0.977942572422413
144125,rh,mcgs,584,2.129,HCP_discovery,young adult,ya rh,14.1761984393975
144125,rh,pos,725,2.314,HCP_discovery,young adult,ya rh,20.1213834629276
144125,rh,prculs,170,2.211,HCP_discovery,young adult,ya rh,10.3666627381821
144125,rh,prcus-a,176,2.405,HCP_discovery,young adult,ya rh,9.32815580538687
144125,rh,prcus-i,408,2.234,HCP_discovery,young adult,ya rh,10.2652276065962
144125,rh,prcus-p,115,2.553,HCP_discovery,young adult,ya rh,1.96935944424713
144125,rh,spls,500,2.321,HCP_discovery,young adult,ya rh,12.3304246864188
144125,rh,sps,248,2.149,HCP_discovery,young adult,ya rh,5.70522027573026
144125,rh,sspls,110,2.698,HCP_discovery,young adult,ya rh,2.78164161196916
146937,lh,ifrms,28,3.781,HCP_discovery,young adult,ya lh,1.83127992503341
146937,lh,mcgs,661,2.431,HCP_discovery,young adult,ya lh,15.1419096424957
146937,lh,pos,1034,2.354,HCP_discovery,young adult,ya lh,20.767187466521
146937,lh,prculs,491,1.98,HCP_discovery,young adult,ya lh,16.9310155671102
