alpha_level,fold,RMSE,Sulci,beta,Model
0.1,24.0,5.912724308608631,prcus-a,0.12459463476190932,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,ifrms,-2.181142471762715,"Lasso(alpha=0.1, max_iter=10000)"
0.1,24.0,5.912724308608631,sspls-v,1.5540280246577387,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,mcgs,0.4400820489394791,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,pos,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,sbps,-2.0499529274529946,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,prculs-d,-0.5386931208118952,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,prcus-p,1.632018386605779,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,prcus-i,-0.27215919404671457,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,prcus-a,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,ifrms,-2.308302326510263,"Lasso(alpha=0.1, max_iter=10000)"
0.1,25.0,5.760165604215172,sspls-v,1.6192201115839107,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,mcgs,0.5377776813381606,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,pos,-0.020032728565433578,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,sbps,-1.619306296711445,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,prculs-d,-0.28885277630419465,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,prcus-p,1.7552036790613055,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,prcus-i,-0.41338398970619883,"Lasso(alpha=0.1, max_iter=10000)"
