,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,mean_depth,sulcal_pit,gyral_crown,mean_pct_max_depth
0,21,rh,pFUS,459.0,315.0,1018.0,2.811,0.355,0.136,0.028,7.0,0.4,-0.5251416563987732,3.7792553901672363,-4.5618977546691895,-0.02985687553882599
0,22,lh,mFUS,255.0,185.0,513.0,2.681,0.519,0.152,0.045,5.0,0.4,0.501088559627533,5.97641134262085,-5.672831058502197,0.030435923486948013
0,22,lh,pFUS,27.0,14.0,37.0,2.03,0.238,0.13,0.035,0.0,0.0,-2.297746419906616,0.1584572196006775,-3.9909908771514893,-0.13956423103809357
0,22,rh,mFUS,95.0,61.0,166.0,2.089,0.711,0.087,0.02,0.0,0.1,-1.3674925565719604,-0.24038036167621613,-2.536022424697876,-0.08158763498067856
0,22,rh,pFUS,222.0,147.0,407.0,2.553,0.413,0.123,0.022,2.0,0.2,2.2329399585723877,7.683457851409912,-3.757509469985962,0.13322213292121887
0,23,lh,mFUS,214.0,149.0,400.0,2.5,0.612,0.172,0.054,6.0,0.4,0.3459387719631195,7.024202823638916,-4.961639404296875,0.02141149528324604
0,23,lh,pFUS,10.0,8.0,13.0,2.683,0.405,0.291,0.031,0.0,0.0,-0.7310341596603394,-0.33042430877685547,-1.275890827178955,-0.04524657502770424
0,23,rh,mFUS,15.0,9.0,11.0,1.824,0.117,0.183,0.013,0.0,0.0,6.222878932952881,6.990655899047852,5.579991340637207,0.36857277154922485
0,23,rh,pFUS,139.0,99.0,233.0,2.531,0.305,0.124,0.03,2.0,0.1,3.892096757888794,7.940952777862549,-1.2024765014648438,0.23052369058132172
0,24,lh,mFUS,7.0,6.0,18.0,2.097,0.168,0.07,0.007,0.0,0.0,-3.397024393081665,-2.796440362930298,-4.082509517669678,-0.2030092477798462
0,24,lh,pFUS,202.0,149.0,672.0,3.516,0.491,0.067,0.009,1.0,0.1,-2.705151319503784,0.26836302876472473,-6.222825527191162,-0.1616622805595398
0,24,rh,mFUS,304.0,219.0,656.0,2.874,0.598,0.131,0.028,3.0,0.3,1.7137607336044312,7.822938919067383,-3.939370632171631,0.09552772343158722
0,24,rh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,25,lh,mFUS,41.0,28.0,99.0,2.554,0.323,0.224,0.034,2.0,0.1,-2.6719095706939697,1.1334104537963867,-4.055088043212891,-0.169586181640625
0,25,lh,pFUS,326.0,225.0,601.0,2.661,0.645,0.147,0.021,4.0,0.3,-0.5789908170700073,4.700509071350098,-6.963815212249756,-0.036748576909303665
0,25,rh,mFUS,137.0,103.0,364.0,2.632,0.367,0.142,0.022,3.0,0.1,-1.8040210008621216,0.49502459168434143,-4.4200520515441895,-0.10863686352968216
0,25,rh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,26,lh,mFUS,422.0,291.0,910.0,2.884,0.626,0.144,0.026,6.0,0.4,-0.7248212695121765,4.401813507080078,-4.464009761810303,-0.04515060409903526
0,26,lh,pFUS,161.0,92.0,447.0,3.204,0.442,0.144,0.024,2.0,0.2,-6.1545796394348145,-0.7002517580986023,-9.071784973144531,-0.3833814263343811
0,26,rh,mFUS,371.0,246.0,839.0,2.786,0.496,0.125,0.021,6.0,0.3,-0.8004565834999084,4.376492977142334,-5.739424705505371,-0.04739110916852951
0,26,rh,pFUS,356.0,249.0,639.0,2.243,0.437,0.119,0.016,5.0,0.2,-0.9816470146179199,5.556758403778076,-8.484129905700684,-0.05811852589249611
0,27,lh,mFUS,1.0,1.0,3.0,2.544,0.0,0.094,0.022,0.0,0.0,-2.7563607692718506,-2.7563607692718506,-2.7563607692718506,-0.15659217536449432
0,27,lh,pFUS,729.0,512.0,970.0,2.111,0.384,0.11,0.018,5.0,0.6,1.4476234912872314,6.97116756439209,-6.709220886230469,0.0822412446141243
0,27,rh,mFUS,131.0,88.0,243.0,2.068,0.44,0.188,0.034,6.0,0.2,-5.478464603424072,-2.792731285095215,-8.600397109985352,-0.3141193687915802
0,27,rh,pFUS,93.0,56.0,91.0,1.695,0.26,0.143,0.026,2.0,0.1,0.30891716480255127,4.5701069831848145,-5.620687484741211,0.017712414264678955
0,28,lh,mFUS,358.0,256.0,871.0,2.859,0.534,0.177,0.053,9.0,0.8,-0.021928925067186356,4.916022777557373,-3.9502904415130615,-0.001323296339251101
0,28,lh,pFUS,354.0,254.0,691.0,3.003,0.447,0.114,0.016,2.0,0.2,1.2307863235473633,5.096127510070801,-3.2044124603271484,0.07427138835191727
0,28,rh,mFUS,192.0,135.0,406.0,3.056,0.692,0.15,0.026,4.0,0.2,-0.8247165679931641,3.0576207637786865,-4.673340320587158,-0.050370920449495316
0,28,rh,pFUS,160.0,117.0,325.0,2.746,0.59,0.137,0.021,2.0,0.1,-2.151170492172241,0.32463207840919495,-5.119141578674316,-0.13138630986213684
0,29,lh,mFUS,172.0,132.0,432.0,2.839,0.688,0.11,0.019,1.0,0.1,-1.6594313383102417,2.076284646987915,-6.542651653289795,-0.09583766758441925
0,29,lh,pFUS,148.0,99.0,278.0,2.581,0.626,0.104,0.018,1.0,0.1,-1.362847924232483,0.7650609016418457,-3.4934885501861572,-0.07870898395776749
0,29,rh,mFUS,54.0,39.0,123.0,3.617,0.622,0.188,0.038,1.0,0.1,2.1552438735961914,4.695651531219482,-1.170663833618164,0.12394867092370987
0,29,rh,pFUS,311.0,218.0,601.0,2.651,0.4,0.123,0.024,5.0,0.3,-0.5344517230987549,3.1881563663482666,-3.807373046875,-0.030736466869711876
0,30,lh,mFUS,143.0,96.0,289.0,2.849,0.518,0.149,0.026,2.0,0.1,1.9595853090286255,6.678589344024658,-4.147529125213623,0.12338067591190338
0,30,lh,pFUS,275.0,180.0,387.0,2.648,0.402,0.115,0.022,2.0,0.2,5.105897426605225,8.071426391601562,-4.1900410652160645,0.3214808702468872
0,30,rh,mFUS,46.0,31.0,151.0,3.2,0.59,0.16,0.029,1.0,0.0,-0.8431064486503601,1.984048843383789,-3.545332670211792,-0.051083311438560486
0,30,rh,pFUS,76.0,64.0,231.0,3.045,0.409,0.093,0.014,0.0,0.0,-1.5899149179458618,-0.10739123821258545,-3.4739322662353516,-0.09633197635412216
0,31,lh,mFUS,198.0,135.0,349.0,2.715,0.442,0.117,0.03,1.0,0.3,3.146379232406616,8.215875625610352,-5.457008361816406,0.1867978274822235
0,31,lh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,31,rh,mFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,31,rh,pFUS,299.0,190.0,785.0,3.056,0.842,0.141,0.034,5.0,0.4,-2.455439329147339,1.470816731452942,-5.352018356323242,-0.14969445765018463
0,32,lh,mFUS,161.0,128.0,371.0,2.125,0.775,0.187,0.05,6.0,0.6,-4.957585334777832,-1.0964999198913574,-8.2645845413208,-0.29898303747177124
0,32,lh,pFUS,224.0,177.0,560.0,2.452,0.292,0.11,0.015,2.0,0.1,-4.7556047439575195,-0.13912372291088104,-9.902661323547363,-0.28680190443992615
0,32,rh,mFUS,361.0,257.0,785.0,2.805,0.564,0.154,0.038,7.0,0.5,0.11413104087114334,5.447768688201904,-3.8448445796966553,0.006949205417186022
0,32,rh,pFUS,320.0,227.0,751.0,2.821,0.512,0.132,0.033,3.0,0.4,-0.9499354362487793,3.959245204925537,-7.7960662841796875,-0.057839639484882355
0,33,lh,mFUS,242.0,171.0,685.0,3.178,0.485,0.083,0.012,1.0,0.1,0.1414640098810196,5.324319839477539,-2.267273187637329,0.008640722371637821
0,33,lh,pFUS,47.0,25.0,94.0,2.594,0.302,0.193,0.039,2.0,0.1,-3.617668628692627,-0.4986788034439087,-6.611071586608887,-0.2209697663784027
0,33,rh,mFUS,220.0,157.0,397.0,2.849,0.49,0.115,0.022,1.0,0.2,2.86308217048645,6.8211565017700195,-2.3518242835998535,0.16685132682323456
0,33,rh,pFUS,116.0,78.0,321.0,3.252,0.337,0.117,0.02,1.0,0.1,-1.855373740196228,0.8917125463485718,-3.9005849361419678,-0.10812529176473618
0,34,lh,mFUS,347.0,255.0,460.0,2.131,0.377,0.105,0.011,2.0,0.2,6.018045902252197,9.094470024108887,-0.3319155275821686,0.37457266449928284
0,34,lh,pFUS,194.0,142.0,621.0,2.846,0.517,0.151,0.026,3.0,0.2,-5.509984493255615,-1.1136908531188965,-9.17507266998291,-0.34295013546943665
0,34,rh,mFUS,424.0,319.0,1041.0,2.61,0.508,0.141,0.033,6.0,0.5,-1.5285708904266357,6.3483686447143555,-6.4874186515808105,-0.08788052946329117
0,34,rh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,35,lh,mFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,35,lh,pFUS,436.0,303.0,857.0,2.502,0.442,0.148,0.025,8.0,0.4,-1.554152011871338,4.9495649337768555,-5.789746284484863,-0.09822333604097366
0,35,rh,mFUS,102.0,72.0,147.0,2.284,0.207,0.136,0.014,2.0,0.1,4.1599321365356445,7.867455959320068,-1.0658822059631348,0.24001149833202362
0,35,rh,pFUS,81.0,59.0,176.0,3.072,0.303,0.176,0.06,3.0,0.1,0.15345492959022522,2.1783037185668945,-2.303100109100342,0.008853738196194172
0,36,lh,mFUS,297.0,218.0,493.0,2.619,0.415,0.129,0.019,2.0,0.2,5.688501834869385,9.357227325439453,-1.4924553632736206,0.34961384534835815
0,36,lh,pFUS,209.0,152.0,413.0,2.853,0.527,0.139,0.029,2.0,0.2,1.761646032333374,5.9148359298706055,-2.9443554878234863,0.1082703098654747
0,36,rh,mFUS,377.0,275.0,808.0,2.881,0.526,0.148,0.03,5.0,0.4,-0.170706108212471,4.038635730743408,-3.7568094730377197,-0.00966122467070818
0,36,rh,pFUS,458.0,312.0,1195.0,2.892,0.744,0.154,0.033,8.0,0.6,-4.706743240356445,1.8915513753890991,-9.408823013305664,-0.26638126373291016
0,37,lh,mFUS,13.0,11.0,36.0,2.477,0.263,0.045,0.012,0.0,0.0,-0.06495991349220276,2.2888681888580322,-1.9201090335845947,-0.003908015787601471
0,37,lh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,37,rh,mFUS,25.0,23.0,67.0,2.653,0.171,0.056,0.01,0.0,0.0,0.9075684547424316,3.448253631591797,-1.590989589691162,0.054479360580444336
0,37,rh,pFUS,3.0,3.0,3.0,2.403,0.057,0.295,0.045,0.0,0.0,4.366384029388428,4.792183876037598,4.05242919921875,0.2621045410633087
0,38,lh,mFUS,165.0,120.0,508.0,2.832,0.52,0.182,0.078,7.0,0.3,-2.2552411556243896,1.4931161403656006,-5.472861289978027,-0.13395872712135315
0,38,lh,pFUS,144.0,111.0,287.0,2.389,0.326,0.079,0.01,0.0,0.1,-2.334552764892578,1.1180940866470337,-4.682866096496582,-0.13866972923278809
0,38,rh,mFUS,655.0,453.0,1133.0,2.538,0.341,0.117,0.023,5.0,0.6,1.9218604564666748,8.627114295959473,-7.076412200927734,0.11085624247789383
0,38,rh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,39,lh,mFUS,244.0,167.0,509.0,2.505,0.407,0.157,0.045,5.0,0.4,-0.6804600358009338,5.057685852050781,-4.897368431091309,-0.038667935878038406
0,39,lh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,39,rh,mFUS,230.0,166.0,562.0,2.844,0.417,0.15,0.041,4.0,0.3,-0.9924437403678894,4.09494686126709,-4.767240524291992,-0.05868654325604439
0,39,rh,pFUS,153.0,105.0,281.0,2.476,0.49,0.096,0.02,1.0,0.1,-1.4503897428512573,2.5099220275878906,-4.110903739929199,-0.08576643466949463
0,40,lh,mFUS,353.0,265.0,873.0,2.899,0.449,0.129,0.023,4.0,0.3,-0.9415411353111267,2.6195623874664307,-3.579559803009033,-0.05949757248163223
0,40,lh,pFUS,153.0,102.0,192.0,2.345,0.29,0.113,0.028,1.0,0.1,4.907501220703125,7.946053981781006,0.46537184715270996,0.3101133108139038
0,40,rh,mFUS,282.0,190.0,676.0,3.082,0.493,0.109,0.016,2.0,0.2,-0.7170276045799255,3.919135332107544,-5.666926383972168,-0.04140396788716316
0,40,rh,pFUS,320.0,227.0,730.0,2.553,0.47,0.1,0.02,3.0,0.3,-2.951714038848877,3.45885968208313,-7.270858287811279,-0.17044349014759064
0,41,lh,mFUS,340.0,222.0,827.0,3.183,0.555,0.171,0.04,7.0,0.6,0.5734577775001526,6.288321018218994,-4.1735334396362305,0.03404063731431961
0,41,lh,pFUS,129.0,90.0,273.0,2.577,0.397,0.114,0.033,1.0,0.1,-1.5565398931503296,2.228581190109253,-3.480034112930298,-0.09239669889211655
0,41,rh,mFUS,302.0,222.0,684.0,2.955,0.421,0.144,0.04,4.0,0.6,1.6253526210784912,6.684037685394287,-3.816443920135498,0.09062778204679489
0,41,rh,pFUS,215.0,161.0,622.0,2.726,0.357,0.174,0.039,6.0,0.4,-4.196110248565674,1.7491657733917236,-8.509480476379395,-0.2339702844619751
0,42,lh,mFUS,115.0,80.0,260.0,3.977,0.379,0.145,0.03,1.0,0.2,-1.3151124715805054,0.42386579513549805,-4.084155082702637,-0.07623590528964996
0,42,lh,pFUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,42,rh,mFUS,651.0,434.0,1306.0,3.052,0.491,0.139,0.03,9.0,0.8,0.8891540765762329,10.475202560424805,-5.924131393432617,0.05385153740644455
0,42,rh,pFUS,41.0,32.0,129.0,2.851,0.63,0.042,0.021,0.0,0.0,-5.434021949768066,-2.798292398452759,-7.808627128601074,-0.3291109502315521
0,43,lh,mFUS,75.0,54.0,184.0,2.756,0.397,0.083,0.018,1.0,0.0,1.5679724216461182,8.05612850189209,-2.843804121017456,0.09409251809120178
0,43,lh,pFUS,436.0,311.0,1054.0,2.554,0.552,0.121,0.033,9.0,0.5,-4.782557964324951,3.0052473545074463,-9.896835327148438,-0.2869966924190521
