"","X","sub","hemi","species","X.1","label","vertices","total_surface_area_.mm.2..x","total_gray_matter_volume_.mm.3.","cortical_thickness_mean","cortical_thickness_std","rectified_mean_curvature","rectified_Gaussian_curvature","folding_index","intrinsic_curvature_index","sulcal_depth_mean","sulcal_depth_max","sulcal_depth_mean_pct","normalized_SA"
"543",1340,"c20","lh","chimp",247,"csts-3",423,305,586,2.109,0.615,0.075,0.011,1,0.2,0.402955263853073,1.12541615962982,0.208763271570206,0.0035920809337055
"544",1345,"c20","rh","chimp",252,"csts-1",872,609,1136,2.099,0.586,0.084,0.014,3,0.5,0.514495134353638,1.80945253372192,0.25916987657547,0.0069592841879121
"545",1346,"c20","rh","chimp",253,"csts-2",609,401,614,1.853,0.672,0.106,0.018,3,0.4,0.975352227687836,1.91969728469849,0.49132028222084,0.00458238581174508
"546",1347,"c20","rh","chimp",254,"csts-3",383,283,529,2.177,0.604,0.104,0.016,3,0.2,0.365314364433289,1.24837625026703,0.18402211368084,0.00323395307911186
"547",1352,"c21","lh","chimp",259,"csts-1",418,279,593,2.16,0.831,0.083,0.015,1,0.3,0.818282723426819,1.50275146961212,0.417872935533524,0.00337813294587722
"548",1353,"c21","lh","chimp",260,"csts-2",359,243,446,2.194,0.878,0.105,0.02,2,0.3,1.19083678722382,1.75821805000305,0.608125269412994,0.00294224482382855
"549",1354,"c21","lh","chimp",261,"csts-3",425,304,489,1.731,0.524,0.097,0.023,2,0.3,0.484046250581741,1.14145588874817,0.247188195586205,0.00368083303063325
"550",1359,"c21","rh","chimp",266,"csts-1",590,424,796,2.071,0.591,0.099,0.019,3,0.5,0.561013579368591,1.51572227478027,0.292908281087875,0.0053254958111961
"551",1360,"c21","rh","chimp",267,"csts-2",1180,789,1334,1.785,0.516,0.073,0.013,3,0.5,0.798815011978149,1.69874215126038,0.417065739631653,0.00990994385621161
"552",1361,"c21","rh","chimp",268,"csts-3",496,319,561,1.832,0.535,0.099,0.019,2,0.4,0.421590387821198,1.10000503063202,0.220114663243294,0.00400668199002726
"553",1367,"c22","lh","chimp",274,"csts-1",587,410,646,2.154,0.608,0.119,0.031,4,0.6,0.952455997467041,1.83083975315094,0.459462314844131,0.00482591398102592
"554",1368,"c22","lh","chimp",275,"csts-2",1745,1161,1750,1.736,0.586,0.084,0.014,7,0.9,0.567938685417175,1.65709185600281,0.27397209405899,0.0136655759316368
"555",1369,"c22","lh","chimp",276,"csts-3",293,192,325,1.943,0.63,0.089,0.021,2,0.2,-0.162765681743622,0.222840875387192,-0.078517735004425,0.00225994020574872
"556",1372,"c22","rh","chimp",279,"csts-1",667,461,770,1.953,0.616,0.098,0.017,3,0.4,0.405206263065338,1.49694919586182,0.205866247415543,0.00547714095618287
"557",1373,"c22","rh","chimp",280,"csts-2",1118,736,1065,1.711,0.588,0.095,0.027,8,1.3,0.799158751964569,1.77417492866516,0.406014978885651,0.00874441593004467
"558",1374,"c22","rh","chimp",281,"csts-3",502,369,471,1.597,0.629,0.101,0.016,3,0.3,0.342265099287033,1.22088432312012,0.173888802528381,0.00438408896492729
"559",1380,"c23","lh","chimp",287,"csts-1",264,181,333,2.041,0.607,0.079,0.012,1,0.1,0.544891119003296,1.19635891914368,0.287153691053391,0.00232399881874093
"560",1381,"c23","lh","chimp",288,"csts-2",628,447,952,2.484,0.724,0.085,0.013,2,0.4,0.88410609960556,1.86733591556549,0.465917497873306,0.00573937829821656
"561",1382,"c23","lh","chimp",289,"csts-3",787,551,896,1.857,0.625,0.091,0.015,3,0.5,0.547163724899292,1.51466929912567,0.288351356983185,0.00707471463605665
"562",1387,"c23","rh","chimp",294,"csts-1",179,140,421,3.605,0.511,0.105,0.013,1,0.1,0.496409058570862,1.00495421886444,0.24229308962822,0.00178489469121322
"563",1388,"c23","rh","chimp",295,"csts-2",1087,742,1396,2.144,0.628,0.089,0.016,4,0.6,0.709800660610199,1.71840143203735,0.346447765827179,0.00945994186343006
"564",1389,"c23","rh","chimp",296,"csts-3",316,238,607,2.891,0.645,0.095,0.021,1,0.2,0.12157778441906,0.73269522190094,0.0593410916626453,0.00303432097506247
"565",1394,"c24","lh","chimp",301,"csts-1",1046,732,1693,2.696,0.681,0.087,0.014,4,0.6,0.827698469161987,1.79678070545197,0.425104796886444,0.00936732186732187
"566",1395,"c24","lh","chimp",302,"csts-2",213,154,415,2.584,0.721,0.111,0.025,1,0.2,-0.065654955804348,0.370997250080109,-0.0337202958762646,0.00197072072072072
"567",1396,"c24","lh","chimp",303,"csts-3",199,134,231,2.106,0.621,0.101,0.035,1,0.2,0.354047656059265,0.861238718032837,0.181838393211365,0.00171478296478296
"568",1402,"c24","rh","chimp",309,"csts-1",634,441,808,2.041,0.881,0.083,0.02,2,0.4,0.324285894632339,1.153559923172,0.159880295395851,0.005618550133775
"569",1403,"c24","rh","chimp",310,"csts-2",989,681,1556,2.623,0.826,0.096,0.02,4,0.7,0.661529779434204,1.95432233810425,0.326149165630341,0.00867626449229201
"570",1404,"c24","rh","chimp",311,"csts-3",539,381,600,1.879,0.461,0.102,0.018,3,0.4,0.243848875164986,0.969963669776917,0.12022303789854,0.00485412154414575
"571",1409,"c25","lh","chimp",316,"csts-1",562,396,992,2.689,0.628,0.084,0.013,2,0.3,0.292236834764481,1.22414970397949,0.153512924909592,0.00512627995184404
"572",1410,"c25","lh","chimp",317,"csts-2",1044,713,1414,2.285,0.752,0.074,0.009,3,0.4,0.871081292629242,1.90366280078888,0.457581728696823,0.00922989294359798
"573",1411,"c25","lh","chimp",318,"csts-3",617,430,831,2.101,0.652,0.086,0.016,2,0.4,0.140642195940018,0.699026346206665,0.073879785835743,0.00556641509922459
"574",1416,"c25","rh","chimp",323,"csts-1",419,284,726,2.753,0.576,0.078,0.009,1,0.2,0.572716951370239,1.36683106422424,0.28675377368927,0.00369700204376521
"575",1417,"c25","rh","chimp",324,"csts-2",883,626,1418,2.554,0.578,0.083,0.013,2,0.5,0.977659344673157,1.81256949901581,0.489504516124725,0.00814902563167966
"576",1418,"c25","rh","chimp",325,"csts-3",518,366,790,2.545,0.818,0.103,0.019,2,0.4,0.288189947605133,0.975821256637573,0.144293889403343,0.00476444629583827
"577",1423,"c26","lh","chimp",330,"csts-1",860,628,1162,2.076,0.662,0.105,0.019,6,0.7,0.784431755542755,1.85505270957947,0.396899729967117,0.00837903107446397
"578",1424,"c26","lh","chimp",331,"csts-2",331,224,516,2.298,1.056,0.084,0.039,8,0.4,0.0706792622804642,1.03876626491547,0.0357616581022739,0.00298869898197441
"579",1425,"c26","lh","chimp",332,"csts-3",847,575,1140,2.181,0.648,0.075,0.011,3,0.4,0.426650762557983,1.13930308818817,0.215872898697853,0.00767188354747895
"580",1429,"c26","rh","chimp",336,"csts-1",344,237,531,2.391,0.697,0.063,0.009,1,0.1,0.368880242109299,1.49003112316132,0.187492817640305,0.00317664562306486
"581",1430,"c26","rh","chimp",337,"csts-2",1212,817,1861,2.504,0.701,0.076,0.01,3,0.5,0.661551475524902,1.87223124504089,0.336250424385071,0.0109507150803544
"582",1431,"c26","rh","chimp",338,"csts-3",984,689,1309,1.947,0.642,0.071,0.008,3,0.3,0.494960635900497,1.44864439964294,0.251576393842697,0.00923505837253877
"583",1435,"c27","lh","chimp",342,"csts-1",532,407,893,2.433,0.612,0.084,0.012,2,0.2,0.401537626981735,1.37295150756836,0.206661283969879,0.0047673151933281
"584",1436,"c27","lh","chimp",343,"csts-2",1089,707,1271,2.235,0.65,0.1,0.03,10,1,0.786163747310638,1.56050217151642,0.404618620872498,0.00828130673632179
"585",1437,"c27","lh","chimp",344,"csts-3",307,225,335,1.791,0.511,0.096,0.018,1,0.2,0.341079622507095,0.803896486759186,0.175545066595078,0.00263549365724526
"586",1442,"c27","rh","chimp",349,"csts-1",556,403,905,2.765,0.946,0.102,0.019,2,0.4,0.249305501580238,1.17824399471283,0.123189978301525,0.00480059084194978
"587",1443,"c27","rh","chimp",350,"csts-2",814,550,964,2.085,0.616,0.099,0.017,4,0.5,0.999470829963684,1.87450861930847,0.493871062994003,0.00655167484633344
"588",1444,"c27","rh","chimp",351,"csts-3",448,326,482,1.666,0.589,0.113,0.021,3,0.4,0.442235141992569,1.20702981948853,0.218522787094116,0.0038833563634631
"589",1449,"c28","lh","chimp",356,"csts-1",404,286,608,2.881,0.739,0.095,0.016,2,0.3,1.03154993057251,1.80605936050415,0.513375341892242,0.00347125292811108
"590",1450,"c28","lh","chimp",357,"csts-2",578,403,774,2.339,0.796,0.092,0.015,2,0.3,0.710446119308472,1.81760323047638,0.353570401668549,0.00489131094415652
"591",1451,"c28","lh","chimp",358,"csts-3",207,153,338,2.576,0.66,0.096,0.023,1,0.2,0.368176072835922,0.980650663375854,0.183231562376022,0.00185699894405942
"592",1456,"c28","rh","chimp",363,"csts-1",721,519,1003,2.059,0.747,0.072,0.007,2,0.2,0.56637305021286,1.60893094539642,0.302995502948761,0.00620627802690583
"593",1457,"c28","rh","chimp",364,"csts-2",550,388,893,2.593,0.872,0.074,0.011,1,0.3,0.984301090240479,1.73634195327759,0.526576578617096,0.00463976083707025
"594",1458,"c28","rh","chimp",365,"csts-3",350,253,518,2.427,0.656,0.081,0.012,1,0.2,0.552162289619446,1.25948619842529,0.295393139123917,0.0030254110612855
"595",1463,"c29","lh","chimp",370,"csts-1",78,52,137,2.586,0.765,0.03,0.004,0,0,-0.148524522781372,0.280119866132736,-0.0821414142847061,0.000632065151330983
"596",1464,"c29","lh","chimp",371,"csts-2",1322,903,1789,2.278,0.692,0.07,0.01,4,0.5,0.623179733753204,1.77321422100067,0.344649225473404,0.0109760544548438
"597",1465,"c29","lh","chimp",372,"csts-3",315,222,470,2.73,0.699,0.118,0.02,2,0.3,0.647114753723145,1.19473052024841,0.357886493206024,0.00269843199222074
"598",1469,"c29","rh","chimp",376,"csts-1",194,142,310,2.175,0.539,0.056,0.006,0,0.1,-0.056716613471508,0.618548333644867,-0.0284569282084703,0.00169633257675308
"599",1470,"c29","rh","chimp",377,"csts-2",1122,790,1536,2.132,0.537,0.074,0.01,3,0.5,0.696623384952545,1.78310680389404,0.349523097276688,0.00943734320869669
"600",1471,"c29","rh","chimp",378,"csts-3",569,418,959,2.505,0.583,0.08,0.012,2,0.3,0.540792942047119,1.39785254001617,0.271336883306503,0.0049934296977661
"601",1476,"c30","lh","chimp",383,"csts-1",663,477,1079,2.404,0.627,0.079,0.013,2,0.3,0.252157181501389,1.53143441677094,0.134668827056885,0.00668385505702996
"602",1477,"c30","lh","chimp",384,"csts-2",763,518,939,1.956,0.521,0.088,0.016,2,0.6,0.781440794467926,1.8724240064621,0.41734179854393,0.00725835832188998
"603",1478,"c30","lh","chimp",385,"csts-3",491,329,701,2.458,0.459,0.089,0.015,2,0.3,0.363672345876694,1.18605029582977,0.194225415587425,0.00461003839363282
"604",1483,"c30","rh","chimp",390,"csts-1",694,501,1177,2.503,0.678,0.079,0.015,2,0.3,0.323215305805206,1.4168746471405,0.162282839417458,0.00698666815418084
"605",1484,"c30","rh","chimp",391,"csts-2",496,328,669,2.254,0.619,0.071,0.012,1,0.2,1.147784948349,1.88838708400726,0.576290130615234,0.00457410609694874
"606",1485,"c30","rh","chimp",392,"csts-3",484,338,508,1.668,0.407,0.091,0.013,2,0.3,0.597225308418274,1.51974165439606,0.299860209226608,0.004713560551124
